,,D/E/De,GDP Growth,Lab Qual,Lab Quant,ICT Capital,NICT Capital,Cl Quality,Cl Quant,ContriICT,ContriNICT,Export of goods and services (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,2001,1,3.923099488,0.836703368,3.835930675,12.92179674,4.763462767,0.535011292,1.683686301,0.37724406,1.385051385,27.86221567,0.654466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,2002,1,2.839076333,0.381200807,2.665484883,10.50579473,4.353648052,0.240790169,1.740629598,0.393107953,1.431240235,26.47713563,1.643977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,2003,1,3.137822822,0.49592508,2.783698402,8.827827126,4.172167927,0.310098939,1.776937954,0.420411257,1.5265489,25.44730868,1.808454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,2004,1,3.117639199,0.905639213,2.870512195,8.64681676,4.265917838,0.560619356,2.015234344,0.486376975,1.64440386,25.17889067,1.725466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,2005,1,3.655469045,1.129804086,3.283385932,8.894459158,4.503503442,0.693436619,2.146841399,0.555641577,1.71433147,24.66778283,1.689349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,2006,1,4.089353606,0.504541304,3.508419171,9.816300124,4.857245833,0.308734551,1.538265776,0.508111529,1.559577789,24.8719709,1.690353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,2007,1,3.699607775,0.512180198,2.514283545,11.16588116,5.065740645,0.313357357,0.438917335,0.188961567,1.019540336,25.70773505,1.851081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,2008,1,1.109791826,0.515762204,0.714702066,11.1857377,4.581411555,0.316743134,-3.720852733,0.030535433,0.620357366,25.31689911,1.59533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,2009,1,-3.639236093,0.519257784,-6.061591953,4.696944356,2.946990542,0.318741635,-1.388955675,0.577763421,0.315813953,22.67379897,0.885736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,2010,1,0.013785608,0.479506608,-2.293920331,0.713076768,1.762007363,0.290338509,1.26990322,0.483261049,0.595877739,25.51981519,0.460408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1995,1,3.945440426,0.277696108,1.919281669,14.49283659,1.058019325,0.183739141,-0.020699907,0.407208735,0.635967916,38.00289027,0.524704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1996,1,1.506456826,0.158342195,-0.03145416,11.62908897,1.983935013,0.104204623,-0.663655018,0.576516939,0.656382833,36.83337431,0.159147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1997,1,2.859215066,0.240646605,-0.997322425,9.669476748,2.17450168,0.160135108,1.0411405,0.696479762,0.77897422,40.0517318,0.057262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1998,1,4.139902815,0.141877704,1.573150419,12.84543574,2.237980254,0.093897327,1.693660207,0.680029858,0.809232891,41.02728995,0.055512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1999,1,4.430538788,0.455479417,2.588748746,14.63336051,2.612527646,0.297992374,0.688146474,0.485955505,0.731567666,41.0378425,0.087523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2000,1,4.626590386,1.576315053,1.047103107,13.29791695,2.776376344,1.035939716,0.418133335,0.138789054,0.618388271,44.09794661,0.13857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2001,1,1.551314909,0.483946316,0.617888523,8.604016155,2.74358727,0.327492878,-0.959469937,0.069651252,0.572453393,43.75395964,0.27657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2002,1,2.05237139,0.0346474,-1.404612418,2.381698042,2.391190082,0.023667126,-0.956637226,0.303287618,0.62745749,42.09004637,0.325438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2003,1,2.357725985,0.904664677,-1.415647846,1.167836692,2.162060142,0.611335598,0.531812012,0.483274786,0.686594564,41.24430521,0.372093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2004,1,4.229799286,-0.00617284,0.797464885,5.077571794,2.295808308,-0.004116533,0.156909821,0.564053142,0.792595092,43.44691751,0.393299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2005,1,2.779345401,0.486282818,0.236958731,8.878815919,2.424972504,0.32200776,0.8556474,0.615028152,0.951577816,45.87325511,0.399943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2006,1,4.581552744,0.127907202,1.310017705,10.65526754,2.696762793,0.0835435,1.978139207,0.610008417,1.023077779,48.18999568,0.562484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2007,1,3.348263726,0.126747706,3.050707094,11.39676794,3.197345138,0.082185736,0.801475719,0.483299466,0.571822841,48.25806561,0.741553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2008,1,-0.558605231,0.125292502,1.230356097,11.2770319,3.474077582,0.081617758,-1.932734251,0.439969776,0.323374337,49.81309771,0.779033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2009,1,-5.323896557,0.123900105,-2.926446684,8.649128675,2.014362998,0.081828237,1.68081075,0.817635655,0.159800006,44.45230346,0.851904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2010,1,5.816443637,0.166219904,2.55264435,7.780203223,1.134212967,0.109448924,-0.940586068,0.709470315,0.257480214,46.18519236,0.852525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,1995,1,0.479723979,0.139098999,-1.288432721,11.99204624,0.792270154,0.101545523,-1.20303696,0.415529171,0.31096735,40.78328756,0.668242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,1996,1,0.599296065,0.145616499,-1.648400351,10.65895259,1.264381409,0.106273964,-0.511628529,0.609799521,0.41853697,41.79877985,0.441636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,1997,1,2.28573028,0.147202297,-0.702910917,6.552821398,1.490754634,0.107144297,1.301624067,0.784914754,0.527483178,47.2271801,0.240891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,1998,1,2.90222913,0.151772704,1.796493493,10.06789133,1.947741024,0.109964772,1.512973104,0.581506221,0.626233593,46.71141734,0.297136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,1999,1,1.63001772,0.158895005,2.091982588,13.62730563,2.40732599,0.114916766,0.506387511,0.433138944,0.527004106,47.41704192,0.34756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,2000,1,3.870236501,0.165014598,0.700870482,11.5343079,2.760270238,0.119225075,-0.516175432,0.424095429,0.276846439,52.19246134,0.45767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,2001,1,1.436223648,0.061969197,-0.705423439,9.21061039,2.380733378,0.045344364,-0.439980114,0.526342681,0.116404681,50.8888189,0.60474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,2002,1,0.143299275,0.062927598,-0.58834306,9.485655278,1.334795356,0.047059095,0.332022808,0.655664364,0.038488072,48.9828861,0.756469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,2003,1,0.049698097,0.063411298,0.444642967,12.53658235,0.55086622,0.047350343,1.522799395,0.681952853,0.088709232,48.23123741,0.74192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,2004,1,2.803284302,0.0628963,2.086314,15.06814957,0.169857184,0.045907972,0.312714325,0.621376093,0.267139729,51.55243762,0.687426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,2005,1,2.993068658,0.062695501,0.434026169,14.65782374,0.38077978,0.045171886,1.086490694,0.544435112,0.493675517,53.94266857,0.640602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,2006,1,3.934353217,0.063097198,1.518178545,12.88933307,1.131301746,0.045155769,1.372433547,0.50156326,0.524477148,56.71809954,0.627558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,2007,1,4.056934267,0.063507602,1.930453442,11.9623661,2.027301677,0.045149997,1.276420988,0.380710559,0.202639867,61.62534291,0.893691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,2008,1,2.251700126,0.0639376,1.798300631,12.32946962,2.10209433,0.045382456,-0.039768842,0.31236154,0.032140684,62.98073004,1.270618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,2009,1,-2.152628452,0.064439798,-0.055172981,10.53969488,0.833651517,0.046448392,0.822595879,0.795621332,0.233449438,57.44014205,1.249485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,2010,1,2.911041863,0.064876903,1.133473404,9.197103232,0.13376039,0.047083129,1.042610221,1.009595022,0.284406845,64.24900812,1.041558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,1995,1,2.498909272,1.059929095,1.549191773,13.74414265,0.866757333,0.713335117,0.711363973,0.829286687,0.52823755,27.15628389,0.264547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,1996,1,2.631882578,0.450499589,1.06521463,15.23712277,1.069261227,0.300849392,0.293093431,1.085085142,0.74078748,27.76047042,0.254626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,1997,1,2.520602383,1.026892569,0.441860314,13.35223466,1.923105679,0.681155222,1.27676595,1.277455594,0.776103325,27.2714445,0.257553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,1998,1,3.450545296,0.829390436,1.912141964,16.38753563,2.782000788,0.55379644,0.610047672,1.126395073,0.681386795,25.36700119,0.291406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,1999,1,3.102552705,1.031519379,0.903071743,18.51491034,3.03884279,0.696817273,0.266931974,1.088920701,0.561734289,25.15728886,0.3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,2000,1,3.699579835,0.899543427,0.389881339,16.85278118,2.74199713,0.615871744,0.558064692,0.819858629,0.603642827,26.31039011,0.37567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,2001,1,2.629653551,0.389693002,0.804311316,15.072079,2.39888262,0.270385249,-0.134954078,0.587383565,0.700044306,26.15296415,0.456456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,2002,1,2.42270194,0.686067622,-0.194821542,11.9635582,2.533880249,0.475243246,0.190659042,0.601363275,0.593733601,25.12453331,0.423337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,2003,1,4.210536182,0.86280359,0.277609122,9.602995217,2.777643129,0.592564512,0.143250148,0.550986081,0.506638922,24.67482833,0.465641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,2004,1,2.424265072,0.51888111,0.209749443,9.648742527,2.330832556,0.354374223,1.48585625,0.324271317,0.662165089,24.36027664,0.568943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,2005,1,2.767887339,0.136335997,2.17237249,9.423071891,1.96515359,0.093250902,0.448783487,0.267558638,0.89711044,25.75565706,0.686611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,2006,1,2.996738069,0.196582708,0.65390463,6.318442523,2.523935772,0.134917337,0.64452053,0.271277432,0.918539334,27.81126801,0.735049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,2007,1,2.523526363,0.194341503,0.94125038,5.425597727,3.373388201,0.133075204,-0.315177254,0.081599131,0.667490903,25.64343573,0.778666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,2008,1,-0.332595641,0.192964298,-0.46310341,5.828514695,3.365201503,0.131326949,-1.348885149,0.024525181,0.529909227,27.71494889,0.787033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,2009,1,-4.406276718,0.191556104,-1.953285933,1.958981156,2.492603846,0.132283336,0.282519101,0.667131692,0.703213178,27.00547315,0.756391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,2010,1,1.893340982,0.203618594,0.400768081,0.567750726,2.100748941,0.143539731,1.460379548,0.818284042,0.771053322,28.68756678,0.783889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,1995,1,2.683401294,0.397117017,2.429041266,9.97884348,2.118565701,0.238753296,0.747939665,1.060594711,0.829717889,10.60547543,1.190787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,1996,1,3.725389391,0.207550591,1.24748107,11.84005365,2.327011153,0.124439015,1.738861576,1.253466681,0.910800789,10.71072319,1.163412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,1997,1,4.389500618,0.04206,2.912008576,15.11163563,2.494057268,0.025115488,1.296017412,1.324988715,0.96725449,11.07972746,1.1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,1998,1,4.353369772,0.748120202,2.159099095,17.51894057,2.774988115,0.449065445,1.175227482,1.212947164,0.980919134,10.48478805,1.163434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,1999,1,4.578661546,-0.0488677,1.950528659,18.725954,2.961078659,-0.029443641,0.810401049,0.922985841,0.853512995,10.26828081,1.1866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,2000,1,4.010998458,0.26136369,1.336939633,18.37659776,2.992249653,0.158428564,-0.767284678,0.554582523,0.63049607,10.66459474,1.178797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,2001,1,0.970616005,0.265123812,-1.253076643,13.84159476,2.658722736,0.162340782,-0.774487946,0.38157138,0.492346892,9.666042292,1.165715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,2002,1,1.770981401,0.7069482,-1.268978138,8.122010529,1.961890794,0.431467546,-0.294099073,0.408763532,0.505728833,9.13239555,0.927797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,2003,1,2.767948993,0.71372278,-0.484254723,5.936113,1.499364525,0.433460344,0.672938488,0.471337652,0.624859752,9.037527789,0.859482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,2004,1,3.715771809,0.251041795,1.115211658,6.589274853,1.511690207,0.151483074,0.878174976,0.539348554,0.752315205,9.625392507,0.925484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,2005,1,3.290106356,0.091381901,1.474757586,7.296937704,1.83825735,0.054415246,1.061928645,0.5796012,0.779526168,9.996390638,0.921713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,2006,1,2.631876804,0.216962001,1.796226203,8.051670343,2.200954594,0.128267903,0.428516464,0.515015703,0.668652868,10.65482054,0.964254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,2007,1,1.762826554,0.218793494,0.724167563,9.184785932,2.259127423,0.129468122,-0.617418298,0.354162208,0.269707292,11.49787241,0.951055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,2008,1,-0.291542453,0.218264898,-1.04091689,8.984892815,1.913123392,0.1294635,-3.335406259,0.263979263,0.026024581,12.51438488,0.945865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,2009,1,-2.815315314,0.217711693,-5.642578006,6.577784568,0.759069435,0.1286924,-0.011881914,0.339402817,1.374101918,11.01164256,0.876651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,2010,1,2.500601113,0.256423,-0.020345523,5.087454617,0.071686599,0.149752642,-1.781993359,0.401192205,1.109250076,12.37826753,0.836054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1995,2,-2.931009233,0.1979016,-3.701592237,7.655180246,2.897570096,0.095272338,-0.16332923,0.331845484,1.661883108,9.680494745,1.255762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1996,2,5.091390386,0.199745409,-0.365418242,8.559459448,2.191730216,0.089279242,3.59878093,0.299507659,2.041858993,10.42854164,1.206769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1997,2,7.448022813,0.203147298,8.530250192,7.619362324,3.109384887,0.08570471,1.499126293,0.265943445,1.502043568,10.56079888,1.16285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1998,2,4.264328256,0.214039092,3.579347208,7.486849278,3.773133829,0.089645298,-0.056781707,0.221643643,0.787245296,10.41551506,1.15353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1999,2,-3.032448143,0.226773391,-0.129453558,7.444623858,2.857735008,0.09946872,-0.293507543,0.164290867,0.323699531,9.82715688,1.14466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2000,2,-0.515891798,0.235444796,-0.651150756,7.700023055,1.512603462,0.106127223,-1.667565294,0.02337355,-0.537901931,10.9863962,1.135445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2001,2,-4.354755953,0.188416406,-3.666047007,6.413026899,0.623099506,0.085704477,-4.890353233,-0.003894905,-1.075986773,11.57913149,1.131084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2002,2,-11.42565012,0.189287402,-11.91047505,1.436586399,-0.943477545,0.07772001,4.18394357,0.250538811,0.615964923,28.38265404,1.109095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2003,2,7.602496445,0.187263696,11.70635894,0.097412913,-1.789750718,0.066929503,2.827154286,0.424107956,1.937672868,25.9309089,1.102473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2004,2,7.035893202,0.186207995,7.772704959,4.834683239,1.054150239,0.067729154,2.085191011,0.63405931,2.362998389,21.50024438,1.088569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2005,2,8.115902543,0.187787705,5.408627912,9.24795866,3.411510587,0.072397885,2.6385203,0.868689921,2.863725275,20.9037141,1.07023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2006,2,7.527030259,0.189635798,6.41040653,13.16123158,4.372616112,0.078054005,1.74872838,0.450005336,2.671530098,20.34173038,1.050167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2007,2,7.661403716,0.191118906,4.092468694,16.41847491,5.50936535,0.081665884,1.50109427,3.53E-21,2.035106532,19.75287933,1.033984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2008,2,3.455360979,0.192303199,3.497680649,17.23385304,4.958284274,0.082530465,-1.978309266,0.149609882,2.016305737,19.72910192,1.025393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2009,2,-4.073210433,0.193480705,-4.609633237,15.73572159,3.565161303,0.083035819,1.039522793,0.145455485,1.049005706,17.26513592,1.02681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2010,2,8.336298913,0.194703601,2.422178909,13.51007819,3.606626764,0.083560648,0.400752155,0.266350387,1.222335733,17.36763756,1.034455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1995,2,4.133386537,0.0967759,0.769401575,15.8043623,2.23201625,0.050406903,-1.264525764,0.402894523,1.33138895,7.372552827,1.544567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1996,2,2.127702162,0.096518098,-2.400064282,22.97378033,2.648356929,0.050852646,0.67165927,0.482929451,1.379925385,6.705896204,1.553476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1997,2,3.319584578,0.099303201,1.318093203,27.71394253,2.79763341,0.050601823,-0.390314846,0.524074817,1.050297637,6.959027237,1.555075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1998,2,0.035339489,0.106468203,-0.782319251,27.04551518,2.855636552,0.05311913,2.854318358,0.481359661,0.896783452,7.005174033,1.5634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1999,2,0.253756135,0.1140579,5.716987699,25.11889338,2.188711241,0.056945643,0.762216607,0.400491245,1.003851276,9.524873269,1.56445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2000,2,4.216048867,0.119218102,1.531492919,22.21276313,1.865824871,0.05933427,-0.206358102,0.372540229,0.893800613,10.16029082,1.56563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2001,2,1.304571982,0.321043609,-0.413384987,16.56048447,2.105935849,0.160262117,0.817628577,0.538865011,0.625624182,12.36637927,1.550012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2002,2,2.623380907,0.337883411,1.64979659,13.18536401,1.877059229,0.167452835,1.234931126,0.96152816,0.604346022,14.20778,1.461195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2003,2,1.140095759,0.350732799,2.538215928,16.42068177,1.30123049,0.170643814,2.01099012,1.544230897,0.730389357,15.16212431,1.415948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2004,2,5.555099994,0.362523808,4.17409502,21.75688446,1.273429208,0.174656254,1.371525507,2.13975776,0.860707927,16.53771242,1.346371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2005,2,3.110783175,0.378936389,2.815009654,24.43530113,1.623317972,0.184624922,1.422013901,2.422180586,1.162874978,15.23569163,1.261578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2006,2,3.880750388,0.397870503,2.845783718,24.46199656,2.083347738,0.198812503,0.992770959,2.561978064,1.58535894,14.37221813,1.170442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2007,2,5.913089961,0.417125504,1.808945276,23.16659391,3.356708214,0.228923513,1.31822275,1.143637393,1.485298201,13.33862638,1.088081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2008,2,5.042309314,0.436661206,2.222867869,22.46431112,5.419605598,0.258952286,-1.679106057,4.22E-28,1.524776407,13.54387568,1.024472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2009,2,-0.330272317,0.456930185,-2.7977705,18.91667843,4.533939436,0.274230563,2.308116481,0.693624653,1.199565083,10.86722028,0.986851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2010,2,7.263398916,0.477877306,3.810725361,15.62575102,3.866943717,0.289445277,0.343155954,0.681610359,0.926874299,10.73546986,0.967797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,1995,2,2.858746238,0.505691301,0.6,15.66597372,2.861558646,0.271316618,1.309402566,0.816548895,-0.083047681,51.92103087,-0.4454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,1996,2,-9.464205801,0.527303712,2.6,14.06847984,2.107569017,0.269856513,-1.558124181,1.148434915,1.277133916,58.97802735,-0.51573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,1997,2,-1.094791945,0.54115341,-3.2,14.10920918,-0.182965258,0.26358813,-2.289711684,1.253410149,2.247132361,50.10914273,-0.6088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,1998,2,3.404125199,0.570004014,-4.4,17.92549193,3.054358438,0.295144459,-1.735133491,1.173244324,2.40147952,43.08719304,-0.60634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,1999,2,-5.811903626,0.606464781,-3.2,19.49680299,5.618266016,0.324911089,-2.11698208,1.142986119,3.04303132,42.64869976,-0.6606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,2000,2,5.863127112,0.636242423,-4.2,18.34762692,5.597150698,0.322581991,-0.026004581,1.303614955,3.346107528,35.92601148,-0.75243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,2001,2,3.728404641,0.654618489,-0.1,17.37188101,6.866625696,0.321441726,0.094308052,1.568202488,3.406901285,34.5876815,-0.6673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,2002,2,4.382690415,0.673938589,0.2,18.91079545,7.562949508,0.329307816,1.120885368,1.754703932,3.743238375,33.76987012,-1.91102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,2003,2,5.218758807,0.685694022,2.3,22.71012366,7.829159498,0.339956162,2.002455108,1.807882264,4.38339524,34.48808821,-0.57241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,2004,2,6.353422999,0.6939393,4,24.38402325,8.856061846,0.350674312,1.194338594,1.751047,4.862428457,41.33292964,-0.54338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,2005,2,5.78474924,0.708413217,2.4,23.23087007,10.53479016,0.358505873,1.507826895,1.635619998,4.8917979,43.35502303,-0.53168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
